@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1445,'2017/02/12 15:46:34:162',6,419.881775,376.427917,52.313725,343.474976,407.885834,74.747284,325.978912,417.376617,77.589737,286.72998,410.854889,76.576324,229.712173,410.416992,71.875748,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1446,'2017/02/12 15:46:34:216',6,419.88678,376.436707,52.317905,343.441406,407.776428,74.759567,325.956787,417.259766,77.603775,286.673248,410.683502,76.590828,229.75238,410.37558,71.88356,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1447,'2017/02/12 15:46:34:272',6,419.84259,376.508057,52.316578,343.413452,407.641052,74.770737,325.915588,417.254852,77.608559,286.579437,410.591675,76.60125,229.784088,410.448914,71.889053,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1448,'2017/02/12 15:46:34:324',6,419.821655,376.597412,52.320099,343.467346,407.44751,74.78022,325.911255,417.26532,77.609146,286.570099,410.562378,76.603928,229.875519,410.518188,71.888733,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1449,'2017/02/12 15:46:34:373',6,419.842163,376.623657,52.322823,343.503204,407.366547,74.779663,325.916779,417.266052,77.604065,286.655396,410.497375,76.598343,229.895309,410.452576,71.884895,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1450,'2017/02/12 15:46:34:428',6,419.914276,376.59314,52.329506,343.734467,407.238708,74.778824,326.172577,417.162354,77.602974,286.956757,410.345184,76.601112,230.078629,410.269531,71.896301,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1451,'2017/02/12 15:46:34:478',6,420.039063,376.559326,52.331657,344.014221,407.136871,74.774101,326.484039,417.082886,77.598022,287.269165,410.23291,76.600311,230.263794,410.081512,71.903755,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1452,'2017/02/12 15:46:34:533',6,420.182404,376.587555,52.333553,344.306671,407.121582,74.771782,326.810944,417.086639,77.59539,287.691833,410.245636,76.597694,230.47757,409.972107,71.914551,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1453,'2017/02/12 15:46:34:583',6,420.549225,376.581177,52.328625,344.935242,406.707886,74.797539,327.475159,416.458893,77.647461,288.565704,409.964874,76.616196,231.086884,409.689484,71.948822,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1454,'2017/02/12 15:46:34:637',6,420.719818,376.624084,52.345772,345.277466,406.969421,74.785164,324.879944,412.504486,77.96611,288.837982,409.902802,76.620895,231.393402,409.680511,71.958015,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1455,'2017/02/12 15:46:34:690',6,420.835785,376.768433,52.363548,345.603851,407.292206,74.768066,324.045807,411.000244,78.08651,289.559784,410.192932,76.592606,231.849274,409.873993,71.956497,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1456,'2017/02/12 15:46:34:740',6,420.940338,377.075745,52.351646,345.995605,407.76886,74.726669,323.889893,410.328491,78.124321,290.001068,410.313568,76.571251,232.528793,410.357178,71.931328,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1457,'2017/02/12 15:46:34:789',6,420.824036,377.512054,52.3176,346.142151,408.75174,74.625862,323.182312,409.590149,78.129395,289.671143,410.512604,76.519577,232.290375,410.31192,71.882492,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1458,'2017/02/12 15:46:34:838',6,420.434326,377.943848,52.296505,345.830017,409.201111,74.597519,322.431366,409.260559,78.148628,290.188843,412.011597,76.414032,231.842972,410.3862,71.879395,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1459,'2017/02/12 15:46:34:890',6,420.167084,378.189941,52.276237,345.507263,409.30191,74.582306,321.873993,408.973633,78.154541,290.212952,412.558136,76.361374,232.123276,410.945313,71.841805,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1460,'2017/02/12 15:46:34:945',6,420.036743,378.278625,52.279152,345.375122,409.359985,74.577782,321.432007,408.516724,78.177795,290.388245,413.060516,76.320923,232.625061,411.433136,71.81263,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1461,'2017/02/12 15:46:34:996',6,419.866882,378.388824,52.226597,345.35437,409.711365,74.492599,320.914795,407.977234,78.146385,290.02832,412.576294,76.281281,232.594116,411.292236,71.754539,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1462,'2017/02/12 15:46:35:048',6,420.582977,377.442139,52.309212,345.651611,409.019684,74.577835,320.628174,405.909271,78.290741,290.034973,411.27948,76.38308,232.568253,409.904785,71.84346,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1463,'2017/02/12 15:46:35:101',6,421.008484,376.564026,52.273098,345.77771,406.983948,74.635475,321.831573,404.920929,78.262604,290.332001,410.208923,76.386024,232.82811,408.643555,71.855659,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1464,'2017/02/12 15:46:35:148',6,421.196899,376.155518,52.132362,346.35144,406.479675,74.532944,322.852631,404.980408,78.131714,290.569183,409.907654,76.298004,233.089874,408.324799,71.776306,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1465,'2017/02/12 15:46:35:199',6,422.091278,376.074341,51.992599,347.025024,406.831299,74.3591,322.16272,406.037872,77.975159,290.652466,409.809784,76.155029,233.688004,408.606659,71.586273,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1466,'2017/02/12 15:46:35:247',6,423.533691,376.351807,51.449791,349.37912,407.858978,73.79998,323.336853,410.239319,77.346603,293.12616,411.034882,75.617493,235.369202,409.748566,71.072632,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1467,'2017/02/12 15:46:35:300',6,424.410492,376.356506,51.251705,349.673767,407.71225,73.651718,323.116089,408.989166,77.250809,293.37558,411.059021,75.444351,235.489151,409.914917,70.872932,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1468,'2017/02/12 15:46:35:346',6,423.955292,377.491577,50.997734,349.842651,410.289978,73.346939,324.739838,410.724823,76.965576,292.674683,412.343079,75.248985,235.052124,411.691467,70.658318,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1469,'2017/02/12 15:46:35:406',6,422.888702,378.622192,50.825375,348.784332,410.69574,73.27182,326.258575,411.485168,76.800331,292.167633,413.443359,75.154411,234.492737,412.888733,70.569138,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1470,'2017/02/12 15:46:35:450',6,422.025787,378.429382,50.822147,347.307953,411.240906,73.286758,326.127075,409.679077,76.841995,289.945038,412.526947,75.218765,232.255295,412.218323,70.571251,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1471,'2017/02/12 15:46:35:500',6,421.602051,377.450592,50.954975,345.47879,409.63147,73.445503,324.495636,409.302155,76.909058,288.058655,411.402161,75.289597,230.192368,410.826202,70.59536,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1472,'2017/02/12 15:46:35:550',6,421.191254,376.102081,51.065041,343.928497,407.859131,73.542336,322.619995,407.665833,76.986656,286.791016,409.812469,75.318245,228.75499,409.15683,70.59819,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1473,'2017/02/12 15:46:35:600',6,420.632019,374.673401,51.079971,343.190277,406.279816,73.561882,321.742371,406.908813,76.972679,286.287506,408.446716,75.311661,228.058289,407.75705,70.593239,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1474,'2017/02/12 15:46:35:648',6,420.509125,374.064606,51.082741,343.006744,405.541138,73.584335,321.174438,406.125488,77.006973,286.3974,407.919495,75.311043,227.940033,407.260315,70.600548,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1475,'2017/02/12 15:46:35:700',6,420.611389,373.826782,51.054718,342.906403,405.231079,73.574326,320.809723,405.822357,77.003845,286.279541,407.639343,75.295799,227.839554,406.985779,70.582115,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1476,'2017/02/12 15:46:35:750',6,420.682556,373.841248,50.997669,342.957001,405.348816,73.520927,320.72644,406.055237,76.951157,286.220612,407.636139,75.249664,227.727524,407.052673,70.530106,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1477,'2017/02/12 15:46:35:800',6,420.871185,373.793854,50.918507,343.088867,404.916718,73.522964,320.612488,405.640778,76.953064,286.189453,407.360779,75.245934,227.696838,406.979858,70.513275,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1478,'2017/02/12 15:46:35:847',6,421.063477,373.677368,50.8829,343.297729,404.778015,73.523735,320.725464,405.541626,76.954468,286.327545,407.255402,75.248398,227.842621,406.978333,70.51149,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1479,'2017/02/12 15:46:35:895',6,421.189178,372.976471,50.861881,343.517242,403.997925,73.501373,320.816772,405.323608,76.914757,286.287445,406.418518,75.234116,227.747925,405.996399,70.499176,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1480,'2017/02/12 15:46:35:945',6,421.189178,372.976471,50.861881,343.517242,403.997925,73.501373,320.816772,405.323608,76.914757,286.287445,406.418518,75.234116,227.747925,405.996399,70.499176,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1481,'2017/02/12 15:46:35:994',6,421.730286,371.164886,50.829929,345.042206,401.733368,73.547348,322.565552,403.15921,76.970169,287.739319,404.04718,75.329529,228.942001,403.454773,70.645409,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1482,'2017/02/12 15:46:36:043',6,421.942657,370.434448,50.816521,346.294678,400.472687,73.628952,324.232544,401.750061,77.059616,288.973511,402.808289,75.450264,230.059525,402.468079,70.79364,58.560303,414.516449,33.40731,58.945923,440.419586,44.487289,69.316528,452.437073,46.644794,107.320648,456.056702,47.17194,175.84906,462.345398,46.539478,0,0.02,1,0.98
1483,'2017/02/12 15:46:47:698',7,455.0784,405.446167,40.064583,365.031342,438.172363,65.507301,342.398621,438.14801,68.975861,301.271149,440.63501,67.439995,241.102631,437.388123,62.498825,606.194458,300.811981,46.333458,545.829468,263.034637,64.423477,549.856689,235.435547,68.138718,549.856873,218.309967,66.587395,561.898254,201.353088,61.227501,0,0.02,0.01,0.98
1484,'2017/02/12 15:46:47:748',7,458.281586,404.452972,40.027348,364.018982,437.759949,65.563347,341.3078,438.593353,68.967125,300.007355,440.785004,67.355728,240.522507,437.475128,62.250778,606.67749,300.693604,45.82373,533.947571,262.299957,63.97961,548.305969,236.660522,67.938614,550.322754,218.03833,66.457977,564.614746,198.241089,61.222366,0,0.02,0.01,0.98
1485,'2017/02/12 15:46:47:797',7,461.551575,403.235596,40.047432,362.956482,437.861633,65.577187,339.916016,439.107941,68.915009,298.829132,440.935089,67.202766,240.052094,437.516205,61.942299,606.424316,300.226379,45.148064,533.994019,263.038025,63.617706,549.553101,237.491882,67.739128,550.446228,218.848389,66.330223,564.991333,199.36145,61.159935,0,0.02,0.01,0.98
1486,'2017/02/12 15:46:47:849',7,463.632446,401.931824,39.875717,362.36792,437.486816,65.576172,339.146606,439.037628,68.871719,298.151459,440.64035,67.102509,239.702499,437.477081,61.740559,606.161316,299.436401,44.255524,533.567871,263.778442,63.035835,550.895874,238.063812,67.373322,550.20752,219.931702,66.057144,565.064575,200.803955,60.964802,0,0.02,0.01,0.98
1487,'2017/02/12 15:46:47:901',7,464.481659,401.049194,39.627968,362.30484,436.741669,65.57592,339.369598,438.451813,68.85038,298.114746,440.285339,67.070351,239.471909,437.32724,61.676224,605.577087,299.113159,43.866432,529.408508,266.738342,62.539047,551.067322,237.463959,67.219788,549.123413,220.143921,65.927429,563.695496,201.162781,60.835243,0,0.02,0.01,0.98
1488,'2017/02/12 15:46:47:948',7,465.073486,400.657837,39.503887,362.421631,435.887604,65.573929,339.690826,437.977234,68.83345,298.609589,439.732971,67.046867,239.292709,437.109955,61.643318,605.407349,298.975769,43.725708,527.974976,268.578735,62.302322,551.149719,237.427155,67.158951,548.298889,219.939301,65.880714,563.801758,197.056061,60.919865,0,0.02,0.01,0.98
1489,'2017/02/12 15:46:47:998',7,465.660004,400.28894,39.357971,362.716736,435.164825,65.568825,340.242584,437.416687,68.814468,299.237732,439.136414,67.028221,239.110321,436.914856,61.623028,584.896118,300.566772,42.638756,527.470764,269.469299,62.180565,550.494751,237.62442,67.107437,547.54126,219.85025,65.849876,563.887939,196.366394,60.934078,0,0.02,0.01,0.98
1490,'2017/02/12 15:46:48:048',7,466.122742,400.096313,39.240574,362.91568,434.813965,65.565132,340.539246,437.176331,68.803268,299.618744,438.847076,67.016701,239.015671,436.770844,61.613129,580.656616,300.872742,42.395153,527.289734,270.139832,62.105888,549.067444,238.010742,67.057579,546.174377,220.225616,65.799011,559.492188,199.287811,60.683617,0,0.02,0.01,0.98
1491,'2017/02/12 15:46:48:097',7,466.533356,399.954163,39.162655,363.099304,434.487427,65.560509,340.998291,436.861023,68.787735,299.802795,438.577942,67.010025,238.905472,436.546814,61.603004,579.09906,300.959229,42.283997,527.165955,270.669922,62.043476,547.289429,238.679047,66.990677,544.959473,220.49649,65.755035,557.827209,200.822632,60.57338,0,0.02,0.01,0.98
1492,'2017/02/12 15:46:48:152',7,466.850037,399.858398,39.09227,363.164642,434.354187,65.55835,341.253387,436.68103,68.776314,299.849304,438.471863,67.005699,238.830078,436.403748,61.595562,578.228149,300.999695,42.215797,526.798401,270.9487,61.994701,546.667114,238.973175,66.957626,544.345703,220.671051,65.729858,557.381714,201.698029,60.524509,0,0.02,0.01,0.98
1493,'2017/02/12 15:46:48:200',7,467.087494,399.826843,39.055115,363.149597,434.308258,65.557289,341.365143,436.57074,68.769173,299.854065,438.401337,67.003036,238.737732,436.292664,61.589912,577.73761,301.022278,42.171719,526.745239,271.021545,61.974106,546.6474,238.977478,66.940437,543.388245,220.973328,65.692574,556.995728,202.016235,60.498543,0,0.02,0.01,0.98
1494,'2017/02/12 15:46:48:253',7,467.311798,399.743713,38.992077,363.101379,434.276031,65.555908,341.377533,436.53772,68.765457,299.956909,438.415894,66.997414,238.697021,436.268463,61.584816,577.412354,301.036926,42.139721,526.709717,270.997925,61.956043,546.634399,238.746002,66.923454,542.900269,220.791138,65.684402,555.575317,202.095856,60.440224,0,0.02,0.01,0.98
1495,'2017/02/12 15:46:48:299',7,467.511902,399.674622,38.940632,362.990875,434.258575,65.553856,341.336853,436.50885,68.762634,299.88443,438.39856,66.997215,238.567459,436.240021,61.581505,577.159241,301.047668,42.113853,526.754028,270.775391,61.947655,547.797607,237.327362,66.917389,542.407898,219.931244,65.696747,555.241577,202.139923,60.425934,0,0.02,0.01,0.98
1496,'2017/02/12 15:46:48:350',7,467.554474,399.648712,38.924438,362.887634,434.249512,65.553436,341.286133,436.490967,68.762558,299.786804,438.405762,66.998657,238.5112,436.230438,61.580006,577.05249,301.052063,42.102711,526.772095,270.580475,61.947163,548.094543,235.9198,66.915955,542.244019,219.478424,65.705482,555.272949,202.244385,60.422997,0,0.02,0.01,0.98
1497,'2017/02/12 15:46:48:402',7,467.578644,399.624908,38.918491,362.791901,434.232544,65.553513,341.237488,436.475861,68.762283,299.614929,438.404724,67.002235,238.472397,436.222321,61.57869,576.961914,301.055695,42.093136,526.638184,270.379333,61.944332,548.239868,235.243011,66.911057,541.932556,218.697601,65.718094,555.244629,202.261322,60.421055,0,0.02,0.01,0.98
1498,'2017/02/12 15:46:48:450',7,467.570496,399.49881,38.892933,362.729279,434.206604,65.553375,341.073273,436.400452,68.76403,299.373657,438.283752,67.009491,238.380661,436.183594,61.577141,577.493774,301.036865,42.102833,526.81958,270.182251,61.951649,548.031311,234.575256,66.904572,541.571594,217.466675,65.738281,554.99408,201.851868,60.433552,0,0.02,0.01,0.98
1499,'2017/02/12 15:46:48:499',7,467.565735,399.428833,38.882866,362.711243,434.195892,65.553047,341.027893,436.352448,68.764137,299.298553,438.230743,67.011612,238.300842,436.128235,61.576374,578.957275,300.631409,42.224503,527.361145,269.586945,62.031807,547.234192,233.313202,66.934608,540.937622,216.107727,65.768417,553.82605,200.956024,60.438217,0,0.02,0.01,0.98
1500,'2017/02/12 15:46:48:547',7,467.515656,399.279877,38.87241,362.698212,434.187683,65.552643,340.966888,436.287323,68.763359,299.198761,438.180817,67.014069,238.183945,436.04776,61.575371,578.490784,299.891663,42.322792,526.087769,268.668396,62.096165,544.605957,231.611053,66.961876,538.754211,214.05899,65.800262,552.515442,197.893829,60.555553,0,0.02,0.01,0.98
1501,'2017/02/12 15:46:48:596',7,467.516418,399.227112,38.868553,362.658478,434.182526,65.552315,340.896179,436.270905,68.762726,299.117859,438.208038,67.015083,238.122543,436.03894,61.57489,554.739685,297.857117,41.586014,525.020264,268.569519,62.076553,542.790344,231.30365,66.947113,536.939575,213.863831,65.785431,551.941833,195.815582,60.646828,0,0.02,0.01,0.98
1502,'2017/02/12 15:46:48:647',7,467.533936,399.187805,38.862175,362.498932,434.255798,65.550926,340.535583,436.398499,68.760727,298.609833,438.338043,67.025146,238.002975,436.078308,61.574501,544.83783,297.072327,41.043739,522.468201,269.210968,61.900082,539.33429,231.991394,66.858589,533.839783,214.579926,65.735603,548.396973,196.51059,60.636723,0,0.02,0.01,0.98
1503,'2017/02/12 15:46:48:698',7,467.548706,399.18222,38.859837,362.184692,434.452728,65.550316,340.207672,436.453308,68.764191,298.230408,438.4953,67.031479,237.709641,436.21405,61.576187,541.739746,297.314545,40.55843,522.416382,271.032104,61.463364,536.128723,233.630707,66.469116,532.57959,216.561493,65.412766,546.144409,198.277039,60.343369,0,0.02,0.01,0.98
1504,'2017/02/12 15:46:48:748',7,467.514954,399.163696,38.857357,361.899231,434.576599,65.551437,340.045868,436.477905,68.764809,297.898499,438.591034,67.037704,237.379425,436.373352,61.5784,541.129211,297.406921,40.462681,521.946472,271.375122,61.371082,535.036255,234.047241,66.40094,532.321533,216.971436,65.363747,545.625427,198.954834,60.293419,0,0.02,0.01,0.98
1505,'2017/02/12 15:46:48:797',7,467.473572,399.138245,38.85807,361.721619,434.646606,65.551712,339.922455,436.495605,68.764648,297.658691,438.6539,67.042213,237.036072,436.495056,61.580967,540.849976,297.458618,40.414471,521.668945,271.515503,61.328102,534.657227,234.200256,66.370926,532.204102,217.164734,65.341202,545.237427,199.398376,60.261024,0,0.02,0.01,0.98
1506,'2017/02/12 15:46:48:847',7,467.355896,399.0979,38.872185,361.589478,434.702454,65.551422,339.700348,436.533386,68.76606,297.443848,438.680603,67.046677,237.006729,436.491577,61.580402,539.696655,297.332916,40.371925,520.343567,271.028198,61.307701,534.282654,234.322937,66.34771,532.257751,217.164429,65.332199,545.349915,199.493195,60.252609,0,0.02,0.01,0.98
1507,'2017/02/12 15:46:48:897',7,467.241089,399.038544,38.878754,361.475616,434.731384,65.55114,339.483673,436.576416,68.767204,297.205902,438.675354,67.052139,236.98938,436.489502,61.579544,538.863098,297.393127,40.382759,519.562378,269.62793,61.366295,533.471375,234.814362,66.29805,532.25177,216.829437,65.306549,544.997864,199.478912,60.201962,0,0.02,0.01,0.98
1508,'2017/02/12 15:46:48:948',7,467.06897,398.971191,38.885117,361.43161,434.726196,65.550659,339.337158,436.565491,68.767799,296.969116,438.625885,67.058144,236.947723,436.377502,61.578926,538.325317,297.368896,40.376751,518.997375,268.300354,61.425022,532.604492,235.524048,66.260773,532.270081,216.756866,65.301682,546.046326,198.670685,60.242836,0,0.02,0.01,0.98
1509,'2017/02/12 15:46:48:997',7,466.788422,398.859741,38.90963,361.41391,434.724792,65.550232,339.202271,436.551117,68.769135,296.801208,438.563538,67.062691,236.785095,436.251831,61.579285,537.0802,297.083374,40.333122,518.571472,267.882996,61.432106,532.331055,235.990723,66.253502,532.121704,216.445007,65.331528,544.173767,200.103302,60.156261,0,0.02,0.01,0.98
1510,'2017/02/12 15:46:49:047',7,466.495117,398.812378,38.955322,361.393768,434.726654,65.549927,339.082611,436.532562,68.770515,296.540436,438.495239,67.069511,236.627808,436.143311,61.579784,536.506836,296.929047,40.30788,518.340515,267.81308,61.42709,532.016357,236.601898,66.236153,531.998291,216.263733,65.351448,543.538391,200.658051,60.13427,0,0.02,0.01,0.98
1511,'2017/02/12 15:46:49:098',7,465.870605,398.741058,39.059311,361.336853,434.735657,65.549484,338.835876,436.507111,68.773705,296.254211,438.497284,67.075249,236.104843,436.11554,61.582985,536.027893,296.840637,40.267303,518.102112,267.867798,61.403664,531.481506,237.455536,66.192886,531.699219,216.05835,65.361649,542.627991,201.501129,60.085835,0,0.02,0.01,0.98
1512,'2017/02/12 15:46:49:148',7,466.10437,398.851501,39.257805,360.874817,434.795959,65.547585,338.135559,436.558838,68.761269,295.621094,438.513153,67.037842,235.647034,436.045105,61.509102,536.188904,296.981812,40.23735,517.870117,268.001404,61.345348,531.365234,237.861359,66.132553,531.716125,216.250397,65.323235,542.286743,201.988098,60.024532,0,0.02,0.01,0.98
1513,'2017/02/12 15:46:49:200',7,472.697205,396.22406,40.168076,356.112976,435.408386,65.132973,332.322449,437.635193,68.15287,290.96228,439.246429,66.103546,232.871323,435.936981,60.189724,536.993958,297.437012,40.0298,515.511475,270.235809,60.910759,530.171875,240.66214,65.831543,530.726501,219.109406,65.130188,541.633301,204.719696,59.880199,0,0.02,0.01,0.98
1514,'2017/02/12 15:46:49:248',7,471.734741,396.848877,40.525604,355.645264,435.483734,65.066238,333.226379,438.175964,68.04673,292.183044,439.644043,65.972809,232.397247,436.197144,60.088215,537.858643,297.966248,40.045502,514.752502,271.350525,60.695133,530.098633,242.178955,65.640335,530.452393,220.7854,64.977066,541.902527,206.533569,59.742363,0,0.02,0.01,0.98
1515,'2017/02/12 15:46:49:298',7,471.228577,397.141052,40.544037,355.099884,435.815582,65.059586,334.302917,438.614258,68.009995,293.020325,439.910645,65.931061,231.80481,436.468079,60.073421,538.206299,299.590942,40.165062,515.306396,272.193848,60.696587,530.833313,243.05188,65.56002,531.023926,221.698242,64.857605,542.575928,207.625305,59.596333,0,0.02,0.01,0.98
1516,'2017/02/12 15:46:49:348',7,470.904724,397.515076,40.610405,354.369812,436.285095,65.073975,336.026459,438.598297,67.988464,294.019745,440.324829,65.882599,230.999771,436.808533,60.04665,539.453308,300.12381,40.262226,516.242493,272.516907,60.719204,531.695007,243.488281,65.555252,531.508911,222.159821,64.854256,543.76001,207.436523,59.656322,0,0.02,0.01,0.98
1517,'2017/02/12 15:46:49:399',7,470.802155,397.752502,40.681068,354.057465,436.56015,65.096474,336.965546,438.95816,67.970345,294.404449,440.57962,65.859383,230.426666,437.084778,60.022747,540.390076,300.222168,40.308571,516.84082,272.674377,60.734825,532.551514,243.709869,65.571404,531.872314,222.157501,64.904907,544.188171,207.546234,59.723976,0,0.02,0.01,0.98
